1518942003097,0.00041288,0.00038683,0.00040248,-0.06473950829576613,1904.44227282
1518942125113,0.00041288,0.00038683,0.00040248,-0.06473950829576613,1904.44227282
1518942155333,0.00041288,0.00038683,0.00040248,-0.06473950829576613,1904.44227282
1518942242943,0.00041288,0.00038683,0.00040248,-0.06473950829576613,1904.44227282
1518942242943,0.00041288,0.00038683,0.00040248,-0.06473950829576613,1904.44227282
1518942357257,0.00041288,0.00038683,0.00040248,-0.06473950829576613,1904.44227282
1518942398085,0.00041288,0.00038683,0.00040248,-0.06473950829576613,1904.44227282
1518942485477,0.00041288,0.00038683,0.00040248,-0.06473950829576613,1904.44227282
1518942537093,0.00041288,0.00038683,0.00040248,-0.06473950829576613,1904.44227282
1518942604079,0.00041288,0.00038683,0.00040248,-0.06473950829576613,1904.44227282
1518942604079,0.00041288,0.00038683,0.00040248,-0.06473950829576613,1904.44227282
1518942698633,0.00041288,0.00038683,0.00040248,-0.06473950829576613,1904.44227282
1518942732883,0.00041288,0.00038683,0.00040248,-0.06473950829576613,1904.44227282
1518942838087,0.00041288,0.00038683,0.00040248,-0.06473950829576613,1904.44227282
1518942838087,0.00041288,0.00038683,0.00040248,-0.06473950829576613,1904.44227282
1518942955009,0.00041288,0.00038683,0.00040248,-0.06473950829576613,1904.44227282
1518942955009,0.00041288,0.00038683,0.00040248,-0.06473950829576613,1904.44227282
1518943084807,0.00041288,0.00038683,0.00040248,-0.06473950829576613,1904.44227282
1518943084807,0.00041288,0.00038683,0.00040248,-0.06473950829576613,1904.44227282
1518943191045,0.00041288,0.00038683,0.00040248,-0.06473950829576613,1904.44227282
1518943211107,0.00041288,0.00038683,0.00040248,-0.06473950829576613,1904.44227282
1518943310903,0.00041288,0.00038683,0.00040248,-0.06473950829576613,1904.44227282
1518943339183,0.00041288,0.00038683,0.00040248,-0.06473950829576613,1904.44227282
1518943433034,0.00041288,0.00038683,0.00040248,-0.06473950829576613,1904.44227282
1518943433034,0.00041288,0.00038683,0.00040248,-0.06473950829576613,1904.44227282
1518943552373,0.00041288,0.00038683,0.00040248,-0.06473950829576613,1904.44227282
1518943552373,0.00041288,0.00038683,0.00040248,-0.06473950829576613,1904.44227282
1518943672437,0.00041288,0.00038683,0.00040248,-0.06473950829576613,1904.44227282
1518943708005,0.00041288,0.00038683,0.00040248,-0.06473950829576613,1904.44227282
1518943799987,0.00041288,0.00038683,0.00040248,-0.06473950829576613,1904.44227282
1518943799987,0.00041288,0.00038683,0.00040248,-0.06473950829576613,1904.44227282
1518943904893,0.00041288,0.00038683,0.00040248,-0.06473950829576613,1904.44227282
1518943960113,0.00041288,0.00038683,0.00040248,-0.06473950829576613,1904.44227282
1518944029055,0.00041288,0.00038683,0.00040248,-0.06473950829576613,1904.44227282
1518944029055,0.00041288,0.00038683,0.00040248,-0.06473950829576613,1904.44227282
1518944161413,0.00041288,0.00038683,0.00040248,-0.06473950829576613,1904.44227282
1518944161413,0.00041288,0.00038683,0.00040248,-0.06473950829576613,1904.44227282
1518944281993,0.00041288,0.00038683,0.00040248,-0.06473950829576613,1904.44227282
1518944336667,0.00041288,0.00038683,0.00040248,-0.06473950829576613,1904.44227282
1518944400353,0.00041288,0.00038683,0.00040248,-0.06473950829576613,1904.44227282
1518944400353,0.00041288,0.00038683,0.00040248,-0.06473950829576613,1904.44227282
1518944529247,0.00041288,0.00038683,0.00040248,-0.06473950829576613,1904.44227282
1518944582107,0.00041288,0.00038683,0.00040248,-0.06473950829576613,1904.44227282
1518944635387,0.00041288,0.00038683,0.00040248,-0.06473950829576613,1904.44227282
1518944705763,0.00041288,0.00038683,0.00040248,-0.06473950829576613,1904.44227282
1518944754056,0.00041288,0.00038683,0.00040248,-0.06473950829576613,1904.44227282
1518944797513,0.00041288,0.00038683,0.00040248,-0.06473950829576613,1904.44227282
1518944880357,0.00041288,0.00038683,0.00040248,-0.06473950829576613,1904.44227282
1518944880357,0.00041288,0.00038683,0.00040248,-0.06473950829576613,1904.44227282
1518944990717,0.00041288,0.00038683,0.00040248,-0.06473950829576613,1904.44227282
1518944990717,0.00041288,0.00038683,0.00040248,-0.06473950829576613,1904.44227282
1518945120053,0.00041288,0.00038683,0.00040248,-0.06473950829576613,1904.44227282
1518945120053,0.00041288,0.00038683,0.00040248,-0.06473950829576613,1904.44227282
1518945236703,0.00041288,0.00038683,0.00040248,-0.06473950829576613,1904.44227282
1518945255267,0.00041288,0.00038683,0.00040248,-0.06473950829576613,1904.44227282
1518945351267,0.00041288,0.00038683,0.00040248,-0.06473950829576613,1904.44227282
1518945373173,0.00041288,0.00038683,0.00040248,-0.06473950829576613,1904.44227282
1518945486058,0.00041288,0.00038683,0.00040248,-0.06473950829576613,1904.44227282
1518945486058,0.00041288,0.00038683,0.00040248,-0.06473950829576613,1904.44227282
1518945594063,0.00041288,0.00038683,0.00040248,-0.06473950829576613,1904.44227282
1518945594063,0.00041288,0.00038683,0.00040248,-0.06473950829576613,1904.44227282
